file_name_list,speakers,visual_features,acoustic_features,lexical_features,emotion_labels,v_labels,a_labels,d_labels
Ses05F_impro03_F010,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F010.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F010.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F010.npy,xxx,2,2,2
Ses05F_impro03_F011,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F011.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F011.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F011.npy,exc,2,2,2
Ses05F_impro03_F012,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F012.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F012.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F012.npy,xxx,2,1,2
Ses05F_impro03_F013,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F013.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F013.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F013.npy,xxx,2,1,2
Ses05F_impro03_F014,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F014.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F014.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F014.npy,xxx,2,1,2
Ses05F_impro03_F015,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F015.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F015.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F015.npy,xxx,2,1,2
Ses05F_impro03_F016,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F016.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F016.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F016.npy,xxx,2,1,2
Ses05F_impro03_F017,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F017.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F017.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F017.npy,xxx,2,2,1
Ses05F_impro03_F018,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F018.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F018.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F018.npy,xxx,2,1,2
Ses05F_impro03_F019,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F019.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F019.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F019.npy,xxx,2,1,2
Ses05F_impro03_F020,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F020.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F020.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F020.npy,exc,2,2,2
Ses05F_impro03_F021,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F021.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F021.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F021.npy,xxx,2,1,2
Ses05F_impro03_F022,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F022.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F022.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F022.npy,xxx,2,0,1
Ses05F_impro03_F023,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F023.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F023.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F023.npy,xxx,2,1,2
Ses05F_impro03_F024,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F024.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F024.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F024.npy,xxx,1,0,1
Ses05F_impro03_F025,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F025.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F025.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F025.npy,xxx,2,0,0
Ses05F_impro03_F026,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F026.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F026.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F026.npy,xxx,2,1,1
Ses05F_impro03_F027,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F027.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F027.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F027.npy,hap,2,1,2
Ses05F_impro03_F028,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F028.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F028.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F028.npy,hap,2,2,2
Ses05F_impro03_F029,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F029.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F029.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F029.npy,hap,2,2,2
Ses05F_impro03_F030,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F030.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F030.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F030.npy,hap,2,2,2
Ses05F_impro03_F031,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F031.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F031.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F031.npy,hap,2,0,1
Ses05F_impro03_F032,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F032.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F032.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F032.npy,hap,2,1,1
Ses05F_impro03_F033,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F033.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F033.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F033.npy,hap,2,1,2
Ses05F_impro03_F034,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F034.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F034.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F034.npy,hap,2,2,2
Ses05F_impro03_F035,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F035.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F035.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F035.npy,hap,2,1,1
Ses05F_impro03_F036,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F036.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F036.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F036.npy,hap,2,2,2
Ses05F_impro03_F037,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F037.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F037.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F037.npy,exc,2,2,2
Ses05F_impro03_F038,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F038.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F038.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F038.npy,xxx,2,1,2
Ses05F_impro03_F039,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F039.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F039.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F039.npy,hap,2,2,2
Ses05F_impro03_F040,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F040.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F040.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F040.npy,hap,2,2,1
Ses05F_impro03_F041,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F041.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F041.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F041.npy,hap,2,2,2
Ses05F_impro03_F042,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F042.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F042.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F042.npy,exc,2,1,2
Ses05F_impro03_F043,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F043.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F043.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F043.npy,exc,2,1,2
Ses05F_impro03_F044,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F044.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F044.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F044.npy,xxx,2,1,1
Ses05F_impro03_F045,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F045.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F045.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F045.npy,xxx,2,1,1
Ses05F_impro03_F046,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F046.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F046.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F046.npy,hap,2,2,2
Ses05F_impro03_F047,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F047.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F047.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F047.npy,hap,2,1,1
Ses05F_impro03_F048,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F048.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F048.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F048.npy,hap,2,0,1
Ses05F_impro03_F049,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F049.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F049.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F049.npy,hap,2,0,1
Ses05F_impro03_F050,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F050.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F050.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F050.npy,xxx,2,0,0
Ses05F_impro03_F051,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F051.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F051.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F051.npy,hap,2,1,2
Ses05F_impro03_F052,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F052.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F052.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F052.npy,xxx,2,1,2
Ses05F_impro03_F053,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F053.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F053.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F053.npy,hap,2,0,1
Ses05F_impro03_F054,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F054.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F054.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F054.npy,hap,2,0,0
Ses05F_impro03_F055,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F055.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F055.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F055.npy,hap,2,2,2
Ses05F_impro03_F056,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F056.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F056.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F056.npy,hap,2,0,1
Ses05F_impro03_F057,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F057.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F057.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F057.npy,hap,2,2,2
Ses05F_impro03_F058,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F058.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F058.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F058.npy,hap,2,1,1
Ses05F_impro03_F059,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F059.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F059.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F059.npy,hap,2,1,2
Ses05F_impro03_F060,F05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F060.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F060.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_F060.npy,hap,2,2,2
Ses05F_impro03_M000,M05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_M000.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_M000.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_M000.npy,exc,2,1,1
Ses05F_impro03_M001,M05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_M001.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_M001.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_M001.npy,exc,2,2,2
Ses05F_impro03_M002,M05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_M002.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_M002.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_M002.npy,sur,1,2,2
Ses05F_impro03_M003,M05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_M003.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_M003.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_M003.npy,exc,2,2,2
Ses05F_impro03_M004,M05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_M004.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_M004.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_M004.npy,xxx,2,2,2
Ses05F_impro03_M005,M05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_M005.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_M005.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_M005.npy,exc,2,2,2
Ses05F_impro03_M006,M05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_M006.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_M006.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_M006.npy,exc,2,2,2
Ses05F_impro03_M007,M05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_M007.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_M007.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_M007.npy,exc,2,2,2
Ses05F_impro03_M008,M05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_M008.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_M008.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_M008.npy,exc,2,2,2
Ses05F_impro03_M009,M05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_M009.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_M009.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_M009.npy,exc,2,1,2
Ses05F_impro03_M010,M05,../features/IEMOCAP/visual_features_resnet152_cropped_normalized/Session5/Ses05F_impro03/Ses05F_impro03_M010.npy,../features/IEMOCAP/acoustic_features_MFB_normalized/Session5/Ses05F_impro03/Ses05F_impro03_M010.npy,../features/IEMOCAP/lexical_features_normalized/Session5/Ses05F_impro03/Ses05F_impro03_M010.npy,exc,2,1,2
