"file_name_list","speakers","visual_features","acoustic_features","lexical_features","emotion_labels","v_labels","a_labels","d_labels"
"MSP-IMPROV-S01N-F02-R-FF01.avi","7","../features/MSP-Improv/visual_features_resnet152_normalized/session2/S01N/R/MSP-IMPROV-S01N-F02-R-FF01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session2/S01N/R/MSP-IMPROV-S01N-F02-R-FF01.npy","../features/MSP-Improv/lexical_features_normalized/session2/S01N/R/MSP-IMPROV-S01N-F02-R-FF01.npy","4","1","2","1"
"MSP-IMPROV-S01N-F05-R-FF01.avi","10","../features/MSP-Improv/visual_features_resnet152_normalized/session5/S01N/R/MSP-IMPROV-S01N-F05-R-FF01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session5/S01N/R/MSP-IMPROV-S01N-F05-R-FF01.npy","../features/MSP-Improv/lexical_features_normalized/session5/S01N/R/MSP-IMPROV-S01N-F05-R-FF01.npy","4","0","2","1"
"MSP-IMPROV-S01N-F05-R-FF02.avi","10","../features/MSP-Improv/visual_features_resnet152_normalized/session5/S01N/R/MSP-IMPROV-S01N-F05-R-FF02.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session5/S01N/R/MSP-IMPROV-S01N-F05-R-FF02.npy","../features/MSP-Improv/lexical_features_normalized/session5/S01N/R/MSP-IMPROV-S01N-F05-R-FF02.npy","4","1","2","0"
"MSP-IMPROV-S01N-F06-R-FF01.avi","11","../features/MSP-Improv/visual_features_resnet152_normalized/session6/S01N/R/MSP-IMPROV-S01N-F06-R-FF01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session6/S01N/R/MSP-IMPROV-S01N-F06-R-FF01.npy","../features/MSP-Improv/lexical_features_normalized/session6/S01N/R/MSP-IMPROV-S01N-F06-R-FF01.npy","4","0","2","1"
"MSP-IMPROV-S01N-M01-R-MM01.avi","0","../features/MSP-Improv/visual_features_resnet152_normalized/session1/S01N/R/MSP-IMPROV-S01N-M01-R-MM01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session1/S01N/R/MSP-IMPROV-S01N-M01-R-MM01.npy","../features/MSP-Improv/lexical_features_normalized/session1/S01N/R/MSP-IMPROV-S01N-M01-R-MM01.npy","4","1","2","1"
"MSP-IMPROV-S01N-M01-R-MM02.avi","0","../features/MSP-Improv/visual_features_resnet152_normalized/session1/S01N/R/MSP-IMPROV-S01N-M01-R-MM02.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session1/S01N/R/MSP-IMPROV-S01N-M01-R-MM02.npy","../features/MSP-Improv/lexical_features_normalized/session1/S01N/R/MSP-IMPROV-S01N-M01-R-MM02.npy","4","0","2","1"
"MSP-IMPROV-S01N-M02-R-MM01.avi","1","../features/MSP-Improv/visual_features_resnet152_normalized/session2/S01N/R/MSP-IMPROV-S01N-M02-R-MM01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session2/S01N/R/MSP-IMPROV-S01N-M02-R-MM01.npy","../features/MSP-Improv/lexical_features_normalized/session2/S01N/R/MSP-IMPROV-S01N-M02-R-MM01.npy","4","1","2","0"
"MSP-IMPROV-S01S-F02-R-FF01.avi","7","../features/MSP-Improv/visual_features_resnet152_normalized/session2/S01S/R/MSP-IMPROV-S01S-F02-R-FF01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session2/S01S/R/MSP-IMPROV-S01S-F02-R-FF01.npy","../features/MSP-Improv/lexical_features_normalized/session2/S01S/R/MSP-IMPROV-S01S-F02-R-FF01.npy","1","0","2","0"
"MSP-IMPROV-S01S-F05-R-FF01.avi","10","../features/MSP-Improv/visual_features_resnet152_normalized/session5/S01S/R/MSP-IMPROV-S01S-F05-R-FF01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session5/S01S/R/MSP-IMPROV-S01S-F05-R-FF01.npy","../features/MSP-Improv/lexical_features_normalized/session5/S01S/R/MSP-IMPROV-S01S-F05-R-FF01.npy","1","0","2","0"
"MSP-IMPROV-S01S-F05-R-FF02.avi","10","../features/MSP-Improv/visual_features_resnet152_normalized/session5/S01S/R/MSP-IMPROV-S01S-F05-R-FF02.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session5/S01S/R/MSP-IMPROV-S01S-F05-R-FF02.npy","../features/MSP-Improv/lexical_features_normalized/session5/S01S/R/MSP-IMPROV-S01S-F05-R-FF02.npy","1","0","2","1"
"MSP-IMPROV-S01S-F06-R-FF01.avi","11","../features/MSP-Improv/visual_features_resnet152_normalized/session6/S01S/R/MSP-IMPROV-S01S-F06-R-FF01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session6/S01S/R/MSP-IMPROV-S01S-F06-R-FF01.npy","../features/MSP-Improv/lexical_features_normalized/session6/S01S/R/MSP-IMPROV-S01S-F06-R-FF01.npy","1","0","2","1"
"MSP-IMPROV-S01S-M01-R-MM01.avi","0","../features/MSP-Improv/visual_features_resnet152_normalized/session1/S01S/R/MSP-IMPROV-S01S-M01-R-MM01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session1/S01S/R/MSP-IMPROV-S01S-M01-R-MM01.npy","../features/MSP-Improv/lexical_features_normalized/session1/S01S/R/MSP-IMPROV-S01S-M01-R-MM01.npy","0","0","0","2"
"MSP-IMPROV-S01S-M02-R-MM01.avi","1","../features/MSP-Improv/visual_features_resnet152_normalized/session2/S01S/R/MSP-IMPROV-S01S-M02-R-MM01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session2/S01S/R/MSP-IMPROV-S01S-M02-R-MM01.npy","../features/MSP-Improv/lexical_features_normalized/session2/S01S/R/MSP-IMPROV-S01S-M02-R-MM01.npy","4","0","2","0"
"MSP-IMPROV-S02A-F02-R-FF01.avi","7","../features/MSP-Improv/visual_features_resnet152_normalized/session2/S02A/R/MSP-IMPROV-S02A-F02-R-FF01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session2/S02A/R/MSP-IMPROV-S02A-F02-R-FF01.npy","../features/MSP-Improv/lexical_features_normalized/session2/S02A/R/MSP-IMPROV-S02A-F02-R-FF01.npy","0","0","1","2"
"MSP-IMPROV-S02A-F05-R-FF01.avi","10","../features/MSP-Improv/visual_features_resnet152_normalized/session5/S02A/R/MSP-IMPROV-S02A-F05-R-FF01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session5/S02A/R/MSP-IMPROV-S02A-F05-R-FF01.npy","../features/MSP-Improv/lexical_features_normalized/session5/S02A/R/MSP-IMPROV-S02A-F05-R-FF01.npy","0","0","0","2"
"MSP-IMPROV-S02A-F06-R-FF01.avi","11","../features/MSP-Improv/visual_features_resnet152_normalized/session6/S02A/R/MSP-IMPROV-S02A-F06-R-FF01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session6/S02A/R/MSP-IMPROV-S02A-F06-R-FF01.npy","../features/MSP-Improv/lexical_features_normalized/session6/S02A/R/MSP-IMPROV-S02A-F06-R-FF01.npy","0","0","1","2"
"MSP-IMPROV-S02A-M01-R-MM01.avi","0","../features/MSP-Improv/visual_features_resnet152_normalized/session1/S02A/R/MSP-IMPROV-S02A-M01-R-MM01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session1/S02A/R/MSP-IMPROV-S02A-M01-R-MM01.npy","../features/MSP-Improv/lexical_features_normalized/session1/S02A/R/MSP-IMPROV-S02A-M01-R-MM01.npy","0","0","0","2"
"MSP-IMPROV-S02A-M02-R-MM01.avi","1","../features/MSP-Improv/visual_features_resnet152_normalized/session2/S02A/R/MSP-IMPROV-S02A-M02-R-MM01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session2/S02A/R/MSP-IMPROV-S02A-M02-R-MM01.npy","../features/MSP-Improv/lexical_features_normalized/session2/S02A/R/MSP-IMPROV-S02A-M02-R-MM01.npy","4","1","2","1"
"MSP-IMPROV-S02H-F02-R-FF01.avi","7","../features/MSP-Improv/visual_features_resnet152_normalized/session2/S02H/R/MSP-IMPROV-S02H-F02-R-FF01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session2/S02H/R/MSP-IMPROV-S02H-F02-R-FF01.npy","../features/MSP-Improv/lexical_features_normalized/session2/S02H/R/MSP-IMPROV-S02H-F02-R-FF01.npy","2","2","2","2"
"MSP-IMPROV-S02H-F05-R-FF01.avi","10","../features/MSP-Improv/visual_features_resnet152_normalized/session5/S02H/R/MSP-IMPROV-S02H-F05-R-FF01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session5/S02H/R/MSP-IMPROV-S02H-F05-R-FF01.npy","../features/MSP-Improv/lexical_features_normalized/session5/S02H/R/MSP-IMPROV-S02H-F05-R-FF01.npy","2","2","0","2"
"MSP-IMPROV-S02H-F06-R-FF01.avi","11","../features/MSP-Improv/visual_features_resnet152_normalized/session6/S02H/R/MSP-IMPROV-S02H-F06-R-FF01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session6/S02H/R/MSP-IMPROV-S02H-F06-R-FF01.npy","../features/MSP-Improv/lexical_features_normalized/session6/S02H/R/MSP-IMPROV-S02H-F06-R-FF01.npy","4","2","2","1"
"MSP-IMPROV-S02H-M01-R-MM01.avi","0","../features/MSP-Improv/visual_features_resnet152_normalized/session1/S02H/R/MSP-IMPROV-S02H-M01-R-MM01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session1/S02H/R/MSP-IMPROV-S02H-M01-R-MM01.npy","../features/MSP-Improv/lexical_features_normalized/session1/S02H/R/MSP-IMPROV-S02H-M01-R-MM01.npy","0","0","1","2"
"MSP-IMPROV-S02H-M02-R-MM01.avi","1","../features/MSP-Improv/visual_features_resnet152_normalized/session2/S02H/R/MSP-IMPROV-S02H-M02-R-MM01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session2/S02H/R/MSP-IMPROV-S02H-M02-R-MM01.npy","../features/MSP-Improv/lexical_features_normalized/session2/S02H/R/MSP-IMPROV-S02H-M02-R-MM01.npy","4","0","2","0"
"MSP-IMPROV-S02N-F02-R-FF01.avi","7","../features/MSP-Improv/visual_features_resnet152_normalized/session2/S02N/R/MSP-IMPROV-S02N-F02-R-FF01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session2/S02N/R/MSP-IMPROV-S02N-F02-R-FF01.npy","../features/MSP-Improv/lexical_features_normalized/session2/S02N/R/MSP-IMPROV-S02N-F02-R-FF01.npy","4","1","2","1"
"MSP-IMPROV-S02N-F05-R-FF01.avi","10","../features/MSP-Improv/visual_features_resnet152_normalized/session5/S02N/R/MSP-IMPROV-S02N-F05-R-FF01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session5/S02N/R/MSP-IMPROV-S02N-F05-R-FF01.npy","../features/MSP-Improv/lexical_features_normalized/session5/S02N/R/MSP-IMPROV-S02N-F05-R-FF01.npy","4","2","2","1"
"MSP-IMPROV-S02N-F05-R-FF02.avi","10","../features/MSP-Improv/visual_features_resnet152_normalized/session5/S02N/R/MSP-IMPROV-S02N-F05-R-FF02.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session5/S02N/R/MSP-IMPROV-S02N-F05-R-FF02.npy","../features/MSP-Improv/lexical_features_normalized/session5/S02N/R/MSP-IMPROV-S02N-F05-R-FF02.npy","4","1","2","1"
"MSP-IMPROV-S02N-F06-R-FF01.avi","11","../features/MSP-Improv/visual_features_resnet152_normalized/session6/S02N/R/MSP-IMPROV-S02N-F06-R-FF01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session6/S02N/R/MSP-IMPROV-S02N-F06-R-FF01.npy","../features/MSP-Improv/lexical_features_normalized/session6/S02N/R/MSP-IMPROV-S02N-F06-R-FF01.npy","4","0","2","1"
"MSP-IMPROV-S02N-M01-R-MM01.avi","0","../features/MSP-Improv/visual_features_resnet152_normalized/session1/S02N/R/MSP-IMPROV-S02N-M01-R-MM01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session1/S02N/R/MSP-IMPROV-S02N-M01-R-MM01.npy","../features/MSP-Improv/lexical_features_normalized/session1/S02N/R/MSP-IMPROV-S02N-M01-R-MM01.npy","4","1","1","1"
"MSP-IMPROV-S02N-M01-R-MM02.avi","0","../features/MSP-Improv/visual_features_resnet152_normalized/session1/S02N/R/MSP-IMPROV-S02N-M01-R-MM02.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session1/S02N/R/MSP-IMPROV-S02N-M01-R-MM02.npy","../features/MSP-Improv/lexical_features_normalized/session1/S02N/R/MSP-IMPROV-S02N-M01-R-MM02.npy","4","1","2","0"
"MSP-IMPROV-S02N-M02-R-MM01.avi","1","../features/MSP-Improv/visual_features_resnet152_normalized/session2/S02N/R/MSP-IMPROV-S02N-M02-R-MM01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session2/S02N/R/MSP-IMPROV-S02N-M02-R-MM01.npy","../features/MSP-Improv/lexical_features_normalized/session2/S02N/R/MSP-IMPROV-S02N-M02-R-MM01.npy","4","1","2","0"
"MSP-IMPROV-S02S-F02-R-FF01.avi","7","../features/MSP-Improv/visual_features_resnet152_normalized/session2/S02S/R/MSP-IMPROV-S02S-F02-R-FF01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session2/S02S/R/MSP-IMPROV-S02S-F02-R-FF01.npy","../features/MSP-Improv/lexical_features_normalized/session2/S02S/R/MSP-IMPROV-S02S-F02-R-FF01.npy","5","1","2","0"
"MSP-IMPROV-S02S-F05-R-FF01.avi","10","../features/MSP-Improv/visual_features_resnet152_normalized/session5/S02S/R/MSP-IMPROV-S02S-F05-R-FF01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session5/S02S/R/MSP-IMPROV-S02S-F05-R-FF01.npy","../features/MSP-Improv/lexical_features_normalized/session5/S02S/R/MSP-IMPROV-S02S-F05-R-FF01.npy","1","0","1","1"
"MSP-IMPROV-S02S-F05-R-FF02.avi","10","../features/MSP-Improv/visual_features_resnet152_normalized/session5/S02S/R/MSP-IMPROV-S02S-F05-R-FF02.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session5/S02S/R/MSP-IMPROV-S02S-F05-R-FF02.npy","../features/MSP-Improv/lexical_features_normalized/session5/S02S/R/MSP-IMPROV-S02S-F05-R-FF02.npy","1","0","2","0"
"MSP-IMPROV-S02S-F06-R-FF01.avi","11","../features/MSP-Improv/visual_features_resnet152_normalized/session6/S02S/R/MSP-IMPROV-S02S-F06-R-FF01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session6/S02S/R/MSP-IMPROV-S02S-F06-R-FF01.npy","../features/MSP-Improv/lexical_features_normalized/session6/S02S/R/MSP-IMPROV-S02S-F06-R-FF01.npy","1","0","2","1"
"MSP-IMPROV-S02S-M01-R-MM01.avi","0","../features/MSP-Improv/visual_features_resnet152_normalized/session1/S02S/R/MSP-IMPROV-S02S-M01-R-MM01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session1/S02S/R/MSP-IMPROV-S02S-M01-R-MM01.npy","../features/MSP-Improv/lexical_features_normalized/session1/S02S/R/MSP-IMPROV-S02S-M01-R-MM01.npy","4","0","1","0"
"MSP-IMPROV-S02S-M02-R-MM01.avi","1","../features/MSP-Improv/visual_features_resnet152_normalized/session2/S02S/R/MSP-IMPROV-S02S-M02-R-MM01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session2/S02S/R/MSP-IMPROV-S02S-M02-R-MM01.npy","../features/MSP-Improv/lexical_features_normalized/session2/S02S/R/MSP-IMPROV-S02S-M02-R-MM01.npy","4","0","2","0"
"MSP-IMPROV-S03A-F02-R-FF01.avi","7","../features/MSP-Improv/visual_features_resnet152_normalized/session2/S03A/R/MSP-IMPROV-S03A-F02-R-FF01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session2/S03A/R/MSP-IMPROV-S03A-F02-R-FF01.npy","../features/MSP-Improv/lexical_features_normalized/session2/S03A/R/MSP-IMPROV-S03A-F02-R-FF01.npy","4","0","2","1"
"MSP-IMPROV-S03A-F05-R-FF01.avi","10","../features/MSP-Improv/visual_features_resnet152_normalized/session5/S03A/R/MSP-IMPROV-S03A-F05-R-FF01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session5/S03A/R/MSP-IMPROV-S03A-F05-R-FF01.npy","../features/MSP-Improv/lexical_features_normalized/session5/S03A/R/MSP-IMPROV-S03A-F05-R-FF01.npy","0","0","0","2"
"MSP-IMPROV-S03A-F06-R-FF01.avi","11","../features/MSP-Improv/visual_features_resnet152_normalized/session6/S03A/R/MSP-IMPROV-S03A-F06-R-FF01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session6/S03A/R/MSP-IMPROV-S03A-F06-R-FF01.npy","../features/MSP-Improv/lexical_features_normalized/session6/S03A/R/MSP-IMPROV-S03A-F06-R-FF01.npy","0","0","2","1"
"MSP-IMPROV-S03A-M01-R-MM01.avi","0","../features/MSP-Improv/visual_features_resnet152_normalized/session1/S03A/R/MSP-IMPROV-S03A-M01-R-MM01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session1/S03A/R/MSP-IMPROV-S03A-M01-R-MM01.npy","../features/MSP-Improv/lexical_features_normalized/session1/S03A/R/MSP-IMPROV-S03A-M01-R-MM01.npy","0","0","1","1"
"MSP-IMPROV-S03A-M02-R-MM01.avi","1","../features/MSP-Improv/visual_features_resnet152_normalized/session2/S03A/R/MSP-IMPROV-S03A-M02-R-MM01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session2/S03A/R/MSP-IMPROV-S03A-M02-R-MM01.npy","../features/MSP-Improv/lexical_features_normalized/session2/S03A/R/MSP-IMPROV-S03A-M02-R-MM01.npy","4","1","2","1"
"MSP-IMPROV-S03H-F02-R-FF01.avi","7","../features/MSP-Improv/visual_features_resnet152_normalized/session2/S03H/R/MSP-IMPROV-S03H-F02-R-FF01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session2/S03H/R/MSP-IMPROV-S03H-F02-R-FF01.npy","../features/MSP-Improv/lexical_features_normalized/session2/S03H/R/MSP-IMPROV-S03H-F02-R-FF01.npy","2","2","1","2"
"MSP-IMPROV-S03H-F05-R-FF01.avi","10","../features/MSP-Improv/visual_features_resnet152_normalized/session5/S03H/R/MSP-IMPROV-S03H-F05-R-FF01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session5/S03H/R/MSP-IMPROV-S03H-F05-R-FF01.npy","../features/MSP-Improv/lexical_features_normalized/session5/S03H/R/MSP-IMPROV-S03H-F05-R-FF01.npy","2","2","0","2"
"MSP-IMPROV-S03H-F06-R-FF01.avi","11","../features/MSP-Improv/visual_features_resnet152_normalized/session6/S03H/R/MSP-IMPROV-S03H-F06-R-FF01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session6/S03H/R/MSP-IMPROV-S03H-F06-R-FF01.npy","../features/MSP-Improv/lexical_features_normalized/session6/S03H/R/MSP-IMPROV-S03H-F06-R-FF01.npy","4","2","2","1"
"MSP-IMPROV-S03H-M01-R-MM01.avi","0","../features/MSP-Improv/visual_features_resnet152_normalized/session1/S03H/R/MSP-IMPROV-S03H-M01-R-MM01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session1/S03H/R/MSP-IMPROV-S03H-M01-R-MM01.npy","../features/MSP-Improv/lexical_features_normalized/session1/S03H/R/MSP-IMPROV-S03H-M01-R-MM01.npy","5","1","2","2"
"MSP-IMPROV-S03H-M02-R-MM01.avi","1","../features/MSP-Improv/visual_features_resnet152_normalized/session2/S03H/R/MSP-IMPROV-S03H-M02-R-MM01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session2/S03H/R/MSP-IMPROV-S03H-M02-R-MM01.npy","../features/MSP-Improv/lexical_features_normalized/session2/S03H/R/MSP-IMPROV-S03H-M02-R-MM01.npy","4","2","2","1"
"MSP-IMPROV-S03N-F02-R-FF01.avi","7","../features/MSP-Improv/visual_features_resnet152_normalized/session2/S03N/R/MSP-IMPROV-S03N-F02-R-FF01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session2/S03N/R/MSP-IMPROV-S03N-F02-R-FF01.npy","../features/MSP-Improv/lexical_features_normalized/session2/S03N/R/MSP-IMPROV-S03N-F02-R-FF01.npy","4","2","2","0"
"MSP-IMPROV-S03N-F05-R-FF01.avi","10","../features/MSP-Improv/visual_features_resnet152_normalized/session5/S03N/R/MSP-IMPROV-S03N-F05-R-FF01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session5/S03N/R/MSP-IMPROV-S03N-F05-R-FF01.npy","../features/MSP-Improv/lexical_features_normalized/session5/S03N/R/MSP-IMPROV-S03N-F05-R-FF01.npy","4","2","2","1"
"MSP-IMPROV-S03N-F05-R-FF02.avi","10","../features/MSP-Improv/visual_features_resnet152_normalized/session5/S03N/R/MSP-IMPROV-S03N-F05-R-FF02.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session5/S03N/R/MSP-IMPROV-S03N-F05-R-FF02.npy","../features/MSP-Improv/lexical_features_normalized/session5/S03N/R/MSP-IMPROV-S03N-F05-R-FF02.npy","4","1","2","1"
"MSP-IMPROV-S03N-F06-R-FF01.avi","11","../features/MSP-Improv/visual_features_resnet152_normalized/session6/S03N/R/MSP-IMPROV-S03N-F06-R-FF01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session6/S03N/R/MSP-IMPROV-S03N-F06-R-FF01.npy","../features/MSP-Improv/lexical_features_normalized/session6/S03N/R/MSP-IMPROV-S03N-F06-R-FF01.npy","4","0","2","0"
"MSP-IMPROV-S03N-M01-R-MM01.avi","0","../features/MSP-Improv/visual_features_resnet152_normalized/session1/S03N/R/MSP-IMPROV-S03N-M01-R-MM01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session1/S03N/R/MSP-IMPROV-S03N-M01-R-MM01.npy","../features/MSP-Improv/lexical_features_normalized/session1/S03N/R/MSP-IMPROV-S03N-M01-R-MM01.npy","4","1","2","2"
"MSP-IMPROV-S03N-M01-R-MM02.avi","0","../features/MSP-Improv/visual_features_resnet152_normalized/session1/S03N/R/MSP-IMPROV-S03N-M01-R-MM02.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session1/S03N/R/MSP-IMPROV-S03N-M01-R-MM02.npy","../features/MSP-Improv/lexical_features_normalized/session1/S03N/R/MSP-IMPROV-S03N-M01-R-MM02.npy","4","1","2","1"
"MSP-IMPROV-S03N-M02-R-MM01.avi","1","../features/MSP-Improv/visual_features_resnet152_normalized/session2/S03N/R/MSP-IMPROV-S03N-M02-R-MM01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session2/S03N/R/MSP-IMPROV-S03N-M02-R-MM01.npy","../features/MSP-Improv/lexical_features_normalized/session2/S03N/R/MSP-IMPROV-S03N-M02-R-MM01.npy","4","1","2","0"
"MSP-IMPROV-S03S-F02-R-FF01.avi","7","../features/MSP-Improv/visual_features_resnet152_normalized/session2/S03S/R/MSP-IMPROV-S03S-F02-R-FF01.npy","../features/MSP-Improv/acoustic_features_MFB_normalized/session2/S03S/R/MSP-IMPROV-S03S-F02-R-FF01.npy","../features/MSP-Improv/lexical_features_normalized/session2/S03S/R/MSP-IMPROV-S03S-F02-R-FF01.npy","4","0","2","0"
